customer_id,campaign_id,channel_type,touchpoint_id,interaction_timestamp,consumer_stage,session_duration_sec,clicks,impressions,engagement_score,sentiment_score,content_embedding_1,content_embedding_2,device_type,prior_purchase_count,customer_lifetime_value,marketing_cost,conversion_flag,conversion_value,attribution_weight,cross_channel_influence,perceived_value_score,roi,effectiveness_score
C170,CMP10,Email,TP557,2024-04-16 09:29:00,Conversion,944,7,85,0.31,-0.42,0.989,0.215,Tablet,5,3753.68,6.01,0,0.0,0.62,0.74,0.08,-1.0,0.51
C326,CMP06,Email,TP558,2024-04-01 09:31:00,Retention,644,5,124,0.49,-0.36,0.02,0.848,Mobile,2,1709.99,4.05,1,397.0,0.39,0.2,0.64,44.57,0.99
C271,CMP15,In-Store,TP559,2024-03-26 18:00:00,Conversion,885,6,57,0.2,-0.97,0.393,0.825,Desktop,9,2587.48,4.89,1,336.7,0.89,0.47,0.36,65.38,0.02
C054,CMP16,Email,TP560,2024-04-25 09:01:00,Conversion,495,9,38,0.71,0.46,0.818,0.891,Desktop,2,3856.45,2.36,1,167.88,0.58,0.46,0.28,32.34,0.3
C491,CMP17,Mobile,TP561,2024-05-20 23:38:00,Consideration,128,10,200,0.54,0.42,0.327,0.915,Mobile,10,3780.76,7.79,1,383.55,0.45,0.84,0.82,87.88,0.13
C444,CMP08,Email,TP562,2024-05-10 19:26:00,Consideration,859,1,96,0.9,0.31,0.649,0.507,Mobile,8,918.37,3.49,0,0.0,0.01,0.78,0.05,-1.0,0.31
C101,CMP08,Social,TP563,2024-03-09 21:33:00,Retention,1026,4,136,0.81,0.76,0.992,0.682,Desktop,5,582.13,3.76,1,298.26,0.72,0.23,0.95,24.37,0.46
C481,CMP09,Email,TP564,2024-06-18 16:00:00,Conversion,1136,6,63,0.32,0.8,0.647,0.619,Mobile,7,2996.65,2.9,0,0.0,0.08,0.23,0.79,-1.0,0.34
C264,CMP02,Web,TP565,2024-05-12 19:52:00,Awareness,85,8,87,0.51,0.11,0.111,0.309,Tablet,3,3734.0,4.63,1,242.46,0.29,0.72,0.36,39.47,0.96
C053,CMP15,Social,TP566,2024-05-22 03:59:00,Conversion,1075,0,132,0.75,0.37,0.843,0.28,Desktop,3,830.3,4.9,0,0.0,0.96,0.74,0.99,-1.0,0.68
C060,CMP18,Web,TP567,2024-04-09 12:03:00,Consideration,609,2,176,0.19,-0.98,0.967,0.342,Mobile,7,1922.58,5.53,1,54.35,0.16,0.18,0.2,61.99,0.73
C492,CMP03,Social,TP568,2024-03-09 08:21:00,Awareness,214,5,52,0.03,0.69,0.713,0.218,Mobile,6,4364.36,9.69,1,83.86,0.31,0.41,0.4,38.14,0.74
C108,CMP17,Mobile,TP569,2024-03-18 11:41:00,Awareness,551,6,38,0.85,0.63,0.419,0.757,Mobile,4,4726.69,9.09,0,0.0,0.93,0.83,0.88,-1.0,0.9
C005,CMP04,Mobile,TP570,2024-04-12 06:08:00,Consideration,293,5,87,0.14,-0.96,0.948,0.965,Tablet,1,2324.94,6.29,1,447.4,0.34,0.08,1.0,78.68,0.77
C103,CMP04,Mobile,TP571,2024-03-06 18:47:00,Awareness,1091,0,5,0.89,0.09,0.969,0.868,Desktop,5,489.63,0.87,1,456.77,0.33,0.37,0.24,54.84,0.02
C196,CMP14,Web,TP572,2024-06-19 06:15:00,Conversion,1032,3,120,0.91,0.81,0.935,0.218,Tablet,0,1362.71,6.32,1,295.52,0.65,0.64,0.74,56.33,0.26
C262,CMP09,In-Store,TP573,2024-05-08 15:00:00,Consideration,152,5,70,0.46,-0.64,0.412,0.052,Mobile,6,1241.55,1.35,1,425.57,0.13,0.77,0.31,54.89,0.99
C365,CMP09,Social,TP574,2024-06-23 04:38:00,Retention,330,7,113,0.81,-0.29,0.79,0.757,Tablet,8,1270.92,7.25,0,0.0,0.97,0.65,0.77,-1.0,0.65
C480,CMP18,Mobile,TP575,2024-05-22 21:36:00,Consideration,862,9,24,0.36,-0.34,0.654,0.39,Mobile,4,2520.02,4.21,0,0.0,0.28,0.4,0.13,-1.0,0.07
C372,CMP10,Social,TP576,2024-05-20 21:07:00,Retention,1120,3,86,0.86,-0.29,0.18,0.825,Mobile,4,2957.81,8.46,1,312.13,0.79,0.99,0.34,37.77,0.47
C350,CMP04,Web,TP577,2024-04-30 00:01:00,Retention,674,6,145,0.82,-0.92,0.536,0.779,Desktop,6,700.3,9.45,1,116.64,0.29,0.04,0.07,12.09,0.98
C047,CMP12,In-Store,TP578,2024-03-30 14:19:00,Consideration,903,10,26,0.08,-0.44,0.748,0.625,Desktop,4,4457.84,4.46,1,107.35,0.28,0.49,0.49,95.07,0.99
C355,CMP08,Web,TP579,2024-04-29 17:42:00,Consideration,423,2,3,0.58,-0.41,0.896,0.255,Mobile,9,3137.87,4.88,0,0.0,0.06,0.51,0.7,-1.0,0.43
C311,CMP02,Social,TP580,2024-06-29 09:23:00,Retention,690,7,2,0.64,0.73,0.863,0.104,Mobile,3,3026.53,6.11,1,188.72,0.12,0.24,0.38,55.49,0.89
C424,CMP13,In-Store,TP581,2024-06-28 03:36:00,Retention,1184,0,92,0.0,-0.3,0.155,0.253,Mobile,0,4937.67,2.37,0,0.0,0.52,0.56,0.61,-1.0,0.59
C308,CMP16,In-Store,TP582,2024-03-04 12:24:00,Awareness,98,3,2,0.98,-0.11,0.488,0.51,Desktop,5,3177.91,9.31,0,0.0,0.58,0.22,0.57,-1.0,0.51
C144,CMP02,Web,TP583,2024-05-16 17:58:00,Consideration,791,7,150,0.41,-0.24,0.478,0.979,Desktop,8,4651.9,4.61,0,0.0,0.82,0.44,0.29,-1.0,0.41
C269,CMP11,Mobile,TP584,2024-05-27 01:47:00,Consideration,349,9,71,0.52,-0.76,0.899,0.064,Mobile,3,1502.66,2.08,0,0.0,0.06,0.43,0.49,-1.0,0.89
C370,CMP10,Social,TP585,2024-04-02 18:08:00,Awareness,206,3,4,0.19,0.98,0.002,0.2,Desktop,9,1276.63,7.75,1,454.54,0.36,0.77,0.07,97.0,0.62
C124,CMP15,Email,TP586,2024-03-28 02:56:00,Consideration,613,1,38,0.61,0.65,0.739,0.627,Mobile,10,2630.94,2.58,1,408.26,0.2,0.94,0.46,29.36,0.33
C106,CMP17,Email,TP587,2024-06-11 09:00:00,Awareness,611,1,103,0.81,0.08,0.619,0.304,Tablet,3,2592.18,1.86,0,0.0,0.36,0.2,0.46,-1.0,0.49
C158,CMP08,Web,TP588,2024-04-11 20:08:00,Awareness,1188,3,70,0.59,-0.05,0.922,0.859,Desktop,4,1209.77,5.85,0,0.0,0.35,0.99,0.03,-1.0,0.44
C147,CMP18,Social,TP589,2024-04-29 14:14:00,Consideration,140,3,52,0.79,0.3,0.457,0.139,Mobile,5,3528.31,6.88,1,437.32,0.35,0.94,0.51,41.76,0.45
C145,CMP09,Social,TP590,2024-06-07 04:40:00,Conversion,1028,1,31,0.73,-0.35,0.658,0.963,Tablet,2,245.21,5.91,1,454.52,0.31,0.11,0.74,14.55,0.31
C120,CMP08,Web,TP591,2024-03-22 08:22:00,Retention,787,6,154,0.24,-0.9,0.973,0.912,Mobile,8,3484.09,6.74,1,144.53,0.76,0.91,0.45,54.54,0.63
C319,CMP14,Social,TP592,2024-05-10 23:22:00,Consideration,312,5,36,0.44,-0.19,0.744,0.888,Tablet,0,2340.17,1.6,1,162.29,0.69,0.56,0.65,89.41,0.05
C275,CMP18,Mobile,TP593,2024-06-16 08:05:00,Conversion,223,10,154,0.15,0.97,0.067,0.173,Desktop,10,3476.14,5.02,0,0.0,0.34,0.88,0.53,-1.0,0.89
C092,CMP12,Web,TP594,2024-06-27 01:08:00,Awareness,996,2,156,0.04,-0.64,0.168,0.329,Desktop,5,2437.7,3.89,1,96.26,0.15,0.95,0.79,68.88,0.42
C058,CMP19,Mobile,TP595,2024-04-29 16:32:00,Conversion,1100,7,133,0.06,0.06,0.821,0.804,Mobile,5,4888.94,9.75,0,0.0,0.52,0.86,0.51,-1.0,0.8
C439,CMP14,Social,TP596,2024-04-20 05:36:00,Consideration,1007,7,115,0.94,-0.98,0.335,0.808,Desktop,7,1739.96,0.97,1,401.05,0.92,0.4,0.33,52.35,0.73
C346,CMP17,Web,TP597,2024-03-31 01:40:00,Consideration,371,0,74,0.98,-0.76,0.706,0.705,Desktop,4,4914.61,3.33,0,0.0,0.12,0.64,0.83,-1.0,0.47
C229,CMP03,Social,TP598,2024-05-01 13:35:00,Conversion,551,2,18,0.09,0.17,0.7,0.448,Tablet,8,418.37,9.45,1,447.86,0.75,0.46,0.07,58.3,0.2
C474,CMP07,Web,TP599,2024-04-05 20:14:00,Consideration,830,4,15,0.34,-0.41,0.994,0.312,Desktop,8,3450.43,9.84,1,232.87,0.6,0.37,0.29,86.25,0.56
C117,CMP17,Social,TP600,2024-03-08 03:47:00,Retention,932,1,185,0.11,0.81,0.47,0.963,Tablet,1,2325.67,8.34,1,329.3,0.59,0.25,0.59,48.78,0.95
C318,CMP12,Mobile,TP601,2024-05-24 03:15:00,Conversion,160,4,97,0.83,-0.19,0.738,0.139,Tablet,4,4128.47,1.22,1,119.55,0.93,0.44,0.86,89.42,0.19
C279,CMP09,Mobile,TP602,2024-05-25 11:15:00,Awareness,843,10,5,0.5,-0.58,0.049,0.044,Tablet,6,3969.12,5.83,0,0.0,0.96,0.81,0.07,-1.0,0.26
C127,CMP15,Social,TP603,2024-04-20 07:37:00,Conversion,90,9,37,0.62,0.09,0.463,0.009,Desktop,1,4021.03,4.3,1,468.45,0.24,0.84,0.1,75.48,0.99
C393,CMP18,Web,TP604,2024-04-11 04:28:00,Conversion,193,2,104,0.54,0.59,0.187,0.775,Mobile,6,564.22,8.16,1,439.07,0.81,0.96,0.28,78.75,0.89
C396,CMP13,Email,TP605,2024-05-21 09:41:00,Conversion,301,8,86,0.71,-0.96,0.841,0.057,Mobile,8,4129.59,1.02,0,0.0,0.62,0.29,0.34,-1.0,0.55
C129,CMP08,Mobile,TP606,2024-04-08 17:00:00,Conversion,162,10,150,0.32,0.01,0.84,0.539,Desktop,7,1148.8,2.37,0,0.0,0.41,0.65,0.84,-1.0,0.69
C058,CMP14,Mobile,TP607,2024-04-08 20:00:00,Awareness,1027,0,180,0.14,0.55,0.236,0.367,Tablet,9,225.83,5.15,0,0.0,0.67,0.69,0.96,-1.0,0.44
C122,CMP08,Email,TP608,2024-03-15 03:59:00,Awareness,67,3,15,0.02,-0.79,0.318,0.147,Desktop,8,1166.92,2.0,0,0.0,0.96,0.19,0.02,-1.0,0.4
C001,CMP14,Social,TP609,2024-04-30 19:09:00,Awareness,646,9,17,0.45,0.81,0.702,0.741,Mobile,3,2448.5,7.08,1,489.29,0.52,0.37,0.02,42.93,0.44
C239,CMP07,Web,TP610,2024-05-26 08:33:00,Conversion,503,5,51,0.91,-0.47,0.738,0.055,Tablet,7,3736.35,8.3,1,414.85,0.94,0.34,0.86,46.05,0.41
C290,CMP12,Social,TP611,2024-06-18 15:32:00,Retention,88,8,45,0.31,-0.66,0.658,0.318,Desktop,8,1171.3,7.19,1,446.64,0.64,0.99,0.14,61.33,0.68
C096,CMP11,In-Store,TP612,2024-06-06 06:09:00,Retention,618,2,191,0.2,0.18,0.997,0.562,Tablet,9,653.74,4.68,1,61.15,0.48,0.96,0.34,27.52,0.33
C126,CMP11,Mobile,TP613,2024-04-23 19:00:00,Awareness,528,2,122,0.93,-0.65,0.869,0.402,Tablet,1,3265.24,8.84,0,0.0,0.64,0.82,0.28,-1.0,0.17
C118,CMP13,In-Store,TP614,2024-05-16 00:04:00,Retention,596,4,156,0.11,0.36,0.417,0.259,Mobile,9,4921.1,1.81,1,381.45,0.6,0.47,0.28,59.79,0.71
C048,CMP18,Mobile,TP615,2024-05-19 14:48:00,Retention,596,6,187,0.05,-0.02,0.327,0.926,Tablet,2,3044.26,2.97,0,0.0,0.42,0.26,0.33,-1.0,0.03
C089,CMP02,Mobile,TP616,2024-03-28 22:47:00,Retention,1182,4,149,0.88,-0.78,0.597,0.931,Desktop,0,3486.18,5.15,1,199.48,0.56,0.92,0.34,16.62,0.72
C488,CMP15,In-Store,TP617,2024-06-17 10:16:00,Retention,933,10,170,0.7,0.82,0.818,0.416,Tablet,0,2849.72,1.08,0,0.0,0.7,0.27,0.62,-1.0,0.26
C237,CMP18,In-Store,TP618,2024-06-21 01:12:00,Retention,412,7,197,0.42,0.35,0.475,0.394,Tablet,9,3933.51,1.41,0,0.0,0.84,0.52,0.63,-1.0,0.19
C373,CMP15,Social,TP619,2024-03-14 10:27:00,Consideration,114,4,82,0.75,0.09,0.738,0.307,Desktop,5,4881.44,4.28,0,0.0,0.3,0.25,0.52,-1.0,0.38
C385,CMP19,In-Store,TP620,2024-04-11 02:58:00,Awareness,656,6,145,0.74,-0.25,0.019,0.856,Mobile,0,2766.23,9.47,0,0.0,0.01,0.97,0.86,-1.0,0.12
C272,CMP12,Social,TP621,2024-05-03 16:46:00,Conversion,855,5,196,0.04,-0.73,0.926,0.568,Mobile,4,2142.27,9.13,0,0.0,0.55,0.04,0.85,-1.0,0.38
C189,CMP13,Social,TP622,2024-05-12 09:07:00,Retention,322,9,135,0.68,0.42,0.774,0.09,Desktop,5,4315.68,4.93,0,0.0,0.49,0.17,0.22,-1.0,0.1
C487,CMP11,Social,TP623,2024-03-21 12:58:00,Consideration,1102,1,89,0.64,0.63,0.394,0.853,Tablet,8,4851.67,1.85,0,0.0,0.05,0.77,0.54,-1.0,0.48
C192,CMP05,Mobile,TP624,2024-04-19 04:05:00,Conversion,1120,2,101,0.96,-0.75,0.384,0.535,Desktop,5,732.99,2.19,0,0.0,0.63,0.15,0.78,-1.0,0.18
C447,CMP01,Mobile,TP625,2024-03-30 16:10:00,Consideration,816,10,40,0.97,-0.01,0.103,0.416,Desktop,3,2933.04,4.09,1,468.87,0.94,0.98,0.87,55.38,0.13
C069,CMP03,In-Store,TP626,2024-03-20 15:08:00,Retention,158,10,168,0.38,-0.03,0.816,0.338,Desktop,0,3983.05,2.5,0,0.0,0.4,0.32,0.26,-1.0,0.58
C278,CMP19,Mobile,TP627,2024-03-02 04:00:00,Retention,58,3,43,0.59,-0.3,0.769,0.099,Mobile,5,2713.36,1.29,1,411.01,0.89,0.92,0.49,78.8,0.63
C349,CMP07,In-Store,TP628,2024-03-04 03:53:00,Retention,1172,4,73,0.14,0.58,0.63,0.957,Tablet,6,2105.07,6.9,0,0.0,0.81,0.66,0.53,-1.0,0.01
C247,CMP12,Mobile,TP629,2024-03-25 02:08:00,Retention,721,8,179,0.07,-0.8,0.101,0.741,Desktop,4,3310.63,6.02,1,438.83,0.16,0.63,0.7,35.17,0.39
C451,CMP15,Web,TP630,2024-05-25 22:11:00,Conversion,162,5,23,0.43,-0.59,0.262,0.132,Mobile,5,1423.63,3.27,1,414.84,0.79,0.92,0.33,99.02,0.08
C076,CMP05,Web,TP631,2024-05-13 01:42:00,Conversion,675,0,95,0.69,-1.0,0.459,0.511,Mobile,9,1810.76,7.9,0,0.0,0.52,0.51,0.29,-1.0,0.74
C154,CMP15,In-Store,TP632,2024-05-13 21:05:00,Consideration,718,2,160,0.57,-0.25,0.266,0.556,Tablet,7,4962.16,7.87,1,170.06,0.92,0.4,0.71,71.24,0.68
C144,CMP08,Mobile,TP633,2024-06-22 01:29:00,Awareness,563,6,159,0.43,-0.42,0.434,0.168,Desktop,0,3218.68,5.16,1,404.32,0.19,0.22,0.4,20.69,0.05
C435,CMP10,Mobile,TP634,2024-05-05 09:15:00,Retention,545,7,17,0.82,0.73,0.226,0.427,Tablet,7,4377.34,1.42,1,98.64,0.13,0.14,0.0,97.76,0.94
C485,CMP16,Social,TP635,2024-05-15 00:52:00,Consideration,989,6,112,0.79,0.49,0.35,0.646,Desktop,10,4058.07,9.23,0,0.0,0.24,0.79,0.94,-1.0,0.96
C086,CMP08,Email,TP636,2024-05-11 15:49:00,Consideration,194,4,103,0.73,-0.83,0.652,0.284,Mobile,1,3296.14,6.85,0,0.0,0.06,0.13,0.15,-1.0,0.33
C185,CMP01,In-Store,TP637,2024-03-13 14:52:00,Consideration,956,9,58,0.08,0.48,0.892,0.332,Mobile,1,4219.57,2.85,0,0.0,0.32,0.39,0.15,-1.0,0.13
C285,CMP12,Email,TP638,2024-04-13 07:09:00,Retention,962,7,86,0.8,0.35,0.385,0.122,Tablet,7,1507.08,6.3,0,0.0,0.28,0.41,0.82,-1.0,0.11
C462,CMP05,Email,TP639,2024-04-15 04:49:00,Retention,586,8,35,0.92,-0.44,0.692,0.413,Desktop,1,3221.87,4.35,1,442.48,0.42,0.66,0.34,45.45,0.84
C220,CMP03,In-Store,TP640,2024-03-19 14:37:00,Consideration,709,6,30,0.06,-0.97,0.135,0.584,Tablet,7,2993.96,6.54,1,436.37,0.46,0.28,0.33,81.54,0.46
C069,CMP01,Mobile,TP641,2024-03-11 20:42:00,Retention,1022,10,192,0.4,-0.77,0.541,0.117,Desktop,4,3149.86,5.0,1,150.1,0.14,0.84,0.62,40.52,0.01
C047,CMP04,In-Store,TP642,2024-03-20 19:20:00,Consideration,1058,8,181,0.99,-0.5,0.922,0.615,Tablet,8,926.3,5.11,1,417.46,0.62,0.21,0.06,94.51,0.93
C497,CMP08,Email,TP643,2024-05-21 17:09:00,Conversion,786,0,179,0.6,0.63,0.028,0.398,Mobile,8,1458.49,7.49,0,0.0,0.22,0.79,0.24,-1.0,0.59
C094,CMP03,Mobile,TP644,2024-06-06 08:45:00,Retention,1134,8,104,0.51,-0.07,0.268,0.678,Tablet,7,1504.63,6.33,0,0.0,0.12,0.85,0.05,-1.0,0.69
C238,CMP10,Web,TP645,2024-06-23 09:54:00,Conversion,884,2,165,0.18,0.84,0.132,0.315,Desktop,8,3049.54,1.26,0,0.0,0.71,0.19,0.29,-1.0,0.82
C446,CMP02,In-Store,TP646,2024-05-07 05:13:00,Awareness,522,5,122,0.57,0.58,0.533,0.568,Tablet,6,4865.48,1.12,0,0.0,0.02,0.81,0.87,-1.0,0.82
C453,CMP11,In-Store,TP647,2024-05-07 14:47:00,Retention,678,7,134,0.44,-0.43,0.68,0.613,Desktop,7,4774.93,3.4,1,257.14,0.37,0.71,0.91,77.95,0.08
C204,CMP10,Mobile,TP648,2024-06-11 16:18:00,Awareness,1021,2,34,0.13,0.69,0.058,0.691,Tablet,5,1213.23,4.59,1,187.34,0.14,0.87,0.31,27.92,0.57
C400,CMP14,Web,TP649,2024-04-20 16:05:00,Consideration,657,3,56,0.46,-0.77,0.07,0.757,Desktop,8,1593.74,3.11,1,407.91,0.88,0.51,0.19,55.82,0.7
C218,CMP07,Web,TP650,2024-05-02 10:15:00,Retention,654,6,25,0.16,-0.93,0.87,0.136,Desktop,1,276.7,6.69,0,0.0,0.82,0.23,0.14,-1.0,0.09
C474,CMP02,Mobile,TP651,2024-03-30 07:10:00,Retention,572,6,115,0.73,0.22,0.456,0.965,Desktop,2,2054.2,2.35,1,152.42,0.06,0.91,0.39,55.01,0.22
C432,CMP09,Social,TP652,2024-05-10 23:21:00,Retention,36,3,13,0.97,-0.32,0.463,0.844,Tablet,1,4189.9,7.19,1,60.65,0.55,0.79,0.83,14.08,0.4
C341,CMP16,In-Store,TP653,2024-05-28 18:30:00,Awareness,983,8,63,0.47,-0.34,0.945,0.562,Tablet,5,4587.18,7.84,1,136.91,0.3,0.02,0.85,22.33,0.89
C039,CMP13,In-Store,TP654,2024-03-26 09:40:00,Awareness,544,2,102,0.63,0.37,0.32,0.89,Mobile,2,1258.83,1.68,1,197.72,0.19,0.94,0.05,39.97,0.85
C100,CMP09,Email,TP655,2024-06-08 22:46:00,Consideration,784,7,194,0.43,0.7,0.897,0.382,Desktop,10,1402.39,6.68,1,438.96,0.31,0.95,0.21,52.64,0.78
C289,CMP04,Mobile,TP656,2024-03-13 01:01:00,Conversion,102,7,122,0.14,-0.36,0.974,0.034,Mobile,0,1182.16,9.63,1,485.1,0.82,0.36,0.2,51.13,0.99
C254,CMP10,Email,TP657,2024-03-16 08:27:00,Conversion,39,3,120,0.97,-0.35,0.242,0.727,Mobile,3,1815.51,2.33,0,0.0,0.06,0.01,0.83,-1.0,0.24
C222,CMP12,Email,TP658,2024-05-16 02:40:00,Awareness,591,6,133,0.13,0.07,0.514,0.943,Desktop,4,4043.32,9.14,1,175.61,0.65,0.55,0.46,64.56,0.47
C357,CMP17,Web,TP659,2024-05-16 20:31:00,Retention,151,3,11,0.11,0.31,0.534,0.162,Mobile,10,3269.6,6.26,0,0.0,0.91,0.91,0.37,-1.0,0.45
C023,CMP14,In-Store,TP660,2024-04-23 01:07:00,Conversion,716,0,109,0.46,-0.59,0.866,0.644,Tablet,3,3951.11,6.11,0,0.0,0.45,0.12,0.96,-1.0,0.68
C250,CMP14,Email,TP661,2024-04-28 08:47:00,Conversion,542,0,104,0.66,0.83,0.304,0.813,Mobile,5,2956.85,0.99,0,0.0,0.9,0.59,0.93,-1.0,0.85
C010,CMP02,Web,TP662,2024-05-05 05:31:00,Awareness,1019,0,111,0.35,0.31,0.798,0.905,Tablet,2,1362.89,7.61,1,338.67,0.91,0.73,0.44,56.4,0.49
C246,CMP11,Mobile,TP663,2024-04-23 07:57:00,Consideration,470,1,172,0.19,0.25,0.971,0.277,Desktop,9,1217.17,5.04,1,229.86,0.61,0.13,0.13,39.52,0.49
C325,CMP16,Email,TP664,2024-03-28 04:40:00,Awareness,1091,5,69,0.82,0.81,0.84,0.129,Desktop,5,144.1,7.35,0,0.0,0.46,0.51,0.17,-1.0,0.61
C100,CMP19,In-Store,TP665,2024-05-04 08:09:00,Awareness,731,9,102,0.36,0.81,0.909,0.248,Desktop,9,3926.81,8.19,1,491.52,0.74,0.09,0.11,65.18,0.74
C290,CMP06,Email,TP666,2024-04-24 03:34:00,Retention,620,10,2,0.19,-0.73,0.708,0.578,Mobile,0,4250.89,5.48,1,291.3,0.92,0.56,0.68,24.63,0.2
C180,CMP19,Mobile,TP667,2024-03-10 14:10:00,Awareness,96,4,168,0.37,-0.71,0.904,0.919,Desktop,5,3864.58,3.0,1,472.66,0.68,0.44,0.55,99.16,0.96
C223,CMP05,Email,TP668,2024-03-14 05:11:00,Retention,46,10,37,0.21,0.52,0.165,0.583,Desktop,7,464.57,1.84,0,0.0,0.21,0.26,0.56,-1.0,0.09
C394,CMP04,In-Store,TP669,2024-04-14 16:15:00,Consideration,397,1,118,0.52,0.91,0.712,0.92,Tablet,9,3834.89,2.02,1,101.9,0.82,0.85,0.1,76.54,0.02
C250,CMP15,Web,TP670,2024-04-04 01:10:00,Retention,933,7,49,0.67,0.33,0.732,0.77,Mobile,7,324.26,8.74,1,486.68,0.95,0.38,0.79,36.93,0.36
C147,CMP04,In-Store,TP671,2024-04-10 02:28:00,Consideration,750,8,75,0.8,-0.18,0.439,0.598,Mobile,0,617.41,1.67,0,0.0,0.41,0.7,0.54,-1.0,0.7
C442,CMP10,Web,TP672,2024-03-18 19:46:00,Consideration,987,6,164,0.23,0.37,0.08,0.022,Desktop,6,2258.33,4.15,0,0.0,0.7,0.79,0.09,-1.0,0.98
C096,CMP03,Social,TP673,2024-03-14 01:48:00,Consideration,937,8,75,0.17,-0.54,0.622,0.333,Mobile,9,2433.12,3.68,1,130.36,0.52,0.18,0.75,40.27,0.93
C257,CMP05,In-Store,TP674,2024-04-23 07:41:00,Awareness,1018,3,198,0.02,1.0,0.052,0.057,Desktop,9,4098.98,8.72,1,483.14,0.11,0.12,0.98,84.55,0.69
C325,CMP06,In-Store,TP675,2024-04-27 17:29:00,Retention,502,6,34,0.23,-0.14,0.382,0.322,Tablet,3,3429.68,5.04,0,0.0,0.35,0.01,0.44,-1.0,0.44
C493,CMP08,Mobile,TP676,2024-03-25 18:07:00,Conversion,144,4,58,0.02,0.86,0.394,0.062,Mobile,5,851.27,9.97,0,0.0,0.16,0.31,0.12,-1.0,0.6
C004,CMP07,Email,TP677,2024-05-31 07:30:00,Awareness,129,4,111,0.35,-0.14,0.999,0.168,Mobile,5,1208.12,7.5,0,0.0,0.67,0.82,0.1,-1.0,0.97
C016,CMP10,Web,TP678,2024-03-03 02:43:00,Consideration,467,2,165,0.15,0.86,0.3,0.411,Tablet,4,1499.81,8.58,1,169.46,0.58,0.77,0.03,57.91,0.27
C280,CMP06,Web,TP679,2024-05-25 16:35:00,Conversion,378,8,96,0.58,-0.33,0.82,0.515,Mobile,9,706.0,1.44,1,98.78,0.03,0.87,0.77,73.79,0.48
C336,CMP14,Mobile,TP680,2024-03-17 13:50:00,Awareness,168,9,60,0.38,0.52,0.053,0.217,Desktop,8,1509.46,2.9,1,245.55,0.06,0.76,0.69,36.98,0.69
C247,CMP04,Mobile,TP681,2024-03-09 20:11:00,Conversion,857,4,140,0.09,0.9,0.53,0.733,Mobile,10,3670.13,1.79,1,377.85,0.26,0.02,0.58,83.42,0.01
C258,CMP13,Email,TP682,2024-04-06 10:19:00,Consideration,353,5,32,0.4,0.29,0.537,0.59,Mobile,9,1282.87,4.9,1,191.15,0.74,0.39,0.77,43.15,0.38
C497,CMP17,Email,TP683,2024-04-04 20:46:00,Conversion,875,2,132,0.21,0.36,0.629,0.692,Tablet,7,4193.26,7.32,1,322.79,0.13,0.01,1.0,70.64,0.57
C476,CMP07,In-Store,TP684,2024-06-18 10:51:00,Conversion,323,9,106,0.68,-0.79,0.81,0.733,Tablet,5,2400.63,2.11,0,0.0,0.2,0.04,0.4,-1.0,0.9
C384,CMP04,Social,TP685,2024-03-08 03:26:00,Consideration,997,6,33,0.36,-0.05,0.762,0.727,Desktop,3,1682.39,1.74,1,280.14,0.91,0.48,0.71,98.19,0.99
C160,CMP14,Email,TP686,2024-04-13 07:37:00,Conversion,103,8,43,0.15,0.77,0.761,0.936,Mobile,3,2120.85,6.34,1,223.34,0.55,0.36,0.38,62.53,0.56
C475,CMP03,Mobile,TP687,2024-04-16 11:47:00,Awareness,513,8,112,0.35,-0.52,0.432,0.237,Mobile,8,3576.53,2.69,0,0.0,0.62,0.56,0.35,-1.0,0.94
C340,CMP05,Email,TP688,2024-06-20 20:51:00,Conversion,45,9,107,0.22,0.58,0.727,0.27,Tablet,3,2632.28,5.05,0,0.0,0.46,0.07,0.85,-1.0,0.1
C152,CMP16,Web,TP689,2024-05-23 03:10:00,Retention,822,9,9,0.8,0.35,0.491,0.094,Desktop,6,135.67,0.99,0,0.0,0.3,0.59,0.57,-1.0,0.7
C396,CMP04,Social,TP690,2024-05-16 08:03:00,Awareness,545,4,179,0.98,-0.55,0.067,0.593,Mobile,5,4619.39,6.97,0,0.0,0.25,0.07,0.12,-1.0,0.4
C178,CMP02,In-Store,TP691,2024-05-15 08:12:00,Conversion,954,6,114,0.03,-0.43,0.89,0.395,Desktop,1,423.38,5.64,0,0.0,0.59,0.42,0.4,-1.0,0.75
C163,CMP18,Web,TP692,2024-04-17 05:41:00,Retention,1180,2,125,0.69,-0.14,0.89,0.496,Mobile,4,4699.24,6.65,0,0.0,0.47,0.35,0.8,-1.0,0.87
C380,CMP19,Web,TP693,2024-05-16 06:27:00,Retention,853,5,20,0.26,-0.75,0.323,0.17,Tablet,2,237.95,3.12,0,0.0,0.4,0.22,0.94,-1.0,0.05
C033,CMP19,Social,TP694,2024-04-27 18:23:00,Retention,547,7,167,0.07,0.83,0.914,0.649,Tablet,8,3877.8,3.15,0,0.0,0.69,0.31,0.61,-1.0,0.94
C417,CMP17,In-Store,TP695,2024-05-22 16:12:00,Conversion,158,7,151,0.01,0.48,0.758,0.619,Tablet,9,2719.91,8.11,0,0.0,0.4,0.0,0.39,-1.0,0.07
C445,CMP14,Mobile,TP696,2024-05-16 20:01:00,Consideration,540,1,41,0.88,-0.27,0.401,0.265,Tablet,0,2578.06,7.33,1,309.46,0.04,0.32,0.25,81.71,0.75
